입력코드,항목명,항목분류내용,처리코드,포함항목,제외항목,출처
,,오토바이 탑박스(배달사업비용) 조사 제외,,,,Q&A
530,기타비경상소득,"고물수거인이 맥주병,소주병 등 공병을 주워다가 마트에서 현금으로 돌려받음",,,,Q&A
210,가구주 사업소득,소 경매 축하 장려금(축산 장려),,,,Q&A
3690,기타주방용품,"칵테일 제조 세트(칵테일 쉐이커, 계량컵, 스트레이너 등)",,,,Q&A
4930,이동전화기기,터치펜(핸드폰용),,,,Q&A
5221,장난감,파티용 스노우 스프레이,,,,Q&A
,,가구원 관련 비밀글,,,,Q&A
1225,요구르트,그릭요거트스타터,,,,Q&A
,,한전에너지캐쉬백: 에너지 절약 프로그램에 참여하여 캐쉬백 지급조건이 되면 다음달 전기요금에서 차감되어 청구되는 한전에너지 캐쉬백은 기타사회수혜금 처리,,,,Q&A
1690,즉석동결식품,고메함박스테이크: 혼합되어있는 재료에 조리완료되어있는 상태,,,,Q&A
1145,기타육류가공품,함박스테이크: 마트나 정육점에서 판매되는 고기주재료로 조리가 필요한 제품,,,,Q&A
1145,기타육류가공품,훈제닭가슴살,,,,Q&A
1690,즉석동결식품,3분 햄버그,,,,Q&A
1161,기타수산동물가공품,비비고 고등어,,,,Q&A
1690,즉석동결식품,즉석짜장,,,,Q&A
1010,멥쌀,홍국쌀: 특정 미생물 홍국균으로 발효시켜 만든 쌀,,,,Q&A
,,농가에서 애완용으로 기르는 개는 포함하여 조사,,,,Q&A
,,농가 방안에서 애완용으로 키우는 동물은 포함하여 조사,,,,Q&A
210,가구주 사업소득,어촌계에서 수령: 어업가구에서 공동작업 후 수익 분배하는 등 작업에 대한 수익,,,,Q&A
490,기타이전소득,어촌계에서 수령: 외부기관에서 들어온 돈을 나눠가진것이라면 영리기업 지원에 해당,,,,Q&A
,,수협 어업조합원에게 쌀을 받은 경우 영리기업 지원에 해당 현물코드 60(기타이전수입)처리,,,,Q&A
5455,기타문구류,비상구 손장이 야광테이프,,,,Q&A
5455,기타문구류,비상구 손장이 반사테이프,,,,Q&A
5455,기타문구류,오토바이 손잡이 야광테이프,,,,Q&A
5455,기타문구류,오토바이 손잡이 반사테이프,,,,Q&A
,,미입주 분양 주택인 경우 주택소유 있음으로 조사,,,,Q&A
,,기존 주택이 재개발 추진중인 경우 주택소유 있음으로 조사,,,,Q&A
7515,외식비,생만두(식당 구입),,,,Q&A
9160,기타이자,"device 단독단말(에어팟등 할부 수수료, 할부이자)",,,,Q&A
5290,반려동물 관련서비스,펫케어: 휴대전화 부가 서비스 중 반려동물의 건강 상태와 질병 예방법 등 각종정보 확인,,,,Q&A
8725,팁 및 기타서비스,"쇼핑로그인: 휴대전화 부가 서비스 중 이용하고 있는 쇼핑 사이트의 모든 혜택을 한눈에 확인하고 이벤트 자동응모, 쇼핑 금액 캐시백까지 받을 수 있는 서비스",,,,Q&A
9134,직장가입 건강보험료,보수월액보험료,,,,Q&A
9134,직장가입 건강보험료,보수 외 소득월액보험료,,,,Q&A
8190,기타개인용품,암호화폐지갑: 암호화폐를 안전하게 보관하기 위한 하드웨어 물리장치,,,,Q&A
,,원룸 관리비 지출했을 때 내검사항이 아파트가 아닌데 공동관리비가 나온 경우 원룸 관리비로 이상없음으로 사유 작성,,,,Q&A
5018,시청각 콘텐츠 및 스트리밍,유튜브 특정 채널 멤버십,,,,Q&A
210,가구주 사업소득,농협재해보험금(농가가 가입한 보험에서 실제 피해에 대한 보상으로 수령),,,,Q&A
,,"이응패스: 이응패스 구매 시점에는 대중교통요금 2만원 처리, 교통대금 결제 시점에는 (교통대금결제대금- 2만원) :대중교통요금 (환급금액-2만원):기타사회수혜금 처리",,,,Q&A
1186,어묵,풀무원 두부봉: 어육베이스로 되어있는 소시지로 두부가 일부 섞여있어도 어묵으로 분류,,,,Q&A
5222,취미용품,연예인 포토카드,,,,Q&A
1570,사탕 및 젤리,쁘띠첼 과일젤리,,,,Q&A
1695,기타미분류식품,쁘띠첼 요거젤리,,,,Q&A
5320,기타오락시설이용,보드카페 이용료,,,,Q&A
7560,주점?커피숍,아이스티(보드카페),,,,Q&A
7560,주점?커피숍,주스(보드카페),,,,Q&A
7515,외식비,치즈스틱(보드카페),,,,Q&A
3890,기타가사소모품,일회성소모품(변기 뚜러뻥 스티커),,,,Q&A
1695,기타미분류식품,"정월대보름 부럼세트(호두, 땅콩 등)",,,,Q&A
5425,기타종이서적,복지관 영어수업 교제비(성인),,,,Q&A
,,유플러스 구독 이용료 답변 없음,,,,Q&A
5455,기타문구류,다이소 빈티지 책지함: 작은 소품들을 담을 수 있는 종이로 된 책모양 상자,,,,Q&A
2240,기타의복관련서비스,헬스장 옷대여료,,,,Q&A
,,해비타트 집짓기로 본인 소유의 집이 생기는 대신 일정기간 무이자로 상환을 한다면 처음 계약시점에 부동산 구매로 전체금액 입력 외상처리후 실제 돈이 나가는 때에 부동산대출원금 상환,,,,Q&A
2012,성인여성용외의,2월 초등학교 졸업생의 의류 및 신발 구입 비용,,,,Q&A
,,건국대학교 미래지식교육원 학점은행제 교육훈련기관에 재학 중인 경우 학위 취득 목적이면 교육 정도 일반대학으로 처리,,,,Q&A
8090,기타이미용용품,"속눈썹클리너: 눈썹의 기름제거, 청결을 위하여 사용하는 제품",,,,Q&A
4810,기차,사찰에 방생하러 가기 위해 기차 이용한 경우,,,,Q&A
5365,기타일반문화서비스,사찰에 방생하러 가기 위해 잉어 등 동물을 구입한 경우,,,,Q&A
5480,국내단체여행비,"사찰에 방생하러 가는데 패키지로 되어있어 차비, 식비, 방생비 등 분리가 불가능한 경우",,,,Q&A
210,가구주 사업소득,크라우드픽 스톡이미지 판매소득,,,,Q&A
5365,기타일반문화서비스,개인취미활동을 위한 작업실 월세,,,,Q&A
4997,기타영상음향기기,플라우드노트 GPT AI 녹음기,,,,Q&A
1665,기타조미식품,우동다시소스: 물에 희석하여 사용하는 우동육수의 베이스,,,,Q&A
1685,반찬류,한입아삭 김치전(마트): 모든 종류의 전은 대부분 혼합재료로 반찬류로 분류,,,,Q&A
4990,기타통신관련비용,KT 갤럭시 S23 FE 구독서비스: 구독이용료만 내면 잔여할부금 납부 없이 24개월동안 사용할수있는 KT구독서비스로 핸드폰 임대서비스와 동일,,,,Q&A
,,휴대폰 부가 서비스 관련 답변 없음,,,,Q&A
1690,즉석동결식품,"솥반, 한끼 영양밥: 여러가지 혼합재료로 구성되어 데워먹기만 하면 되는 제품",,,,Q&A
5240,운동용품,스키장갑,,,,Q&A
5240,운동용품,야구글러브,,,,Q&A
0110-0600,소득,"소득은 경상소득과 비경상소득으로 구성. 경상소득은 가구주를 포함한 가구원이 노동 제공, 사업활동 또는 재산 등을 제공한 대가로써 받는 현금, 현물(상품 및 서비스)을 포함하고, 정부, 비영리단체 및 타가구로부터 경상적으로 이전되는 이전소득을 포함하며, 비경상소득은 일시적이고 반복적이지 않은 경조소득, 퇴직수당 등으로 구성",,[],[],항목분류집
0110-0490,경상소득,"근로소득, 사업소득, 재산소득 및 이전소득으로 구성",B2,[],[],항목분류집
0110-0169,근로소득,"사업장에 고용되어 제공하는 근로의 대가로 받은 일체의 현금, 유가증권(상품권 등), 상품 및 서비스. 각종 직접세 및 부담금을 공제하기 전 금액(총액)을 조사.",B4,"['급여: 근로제공 계약에 따라 매월 정기적으로 지급받는 월급과 수당 포함', '상여금: 개인의 실적 및 성과 등에 따라 받을 수도 있고, 받지 못할 수도 있는 소득', '주업 이외에 부업으로 노동을 제공하고 받은 소득도 포함', '스톡옵션의 경우 급여대신 또는 보너스로 받는 시가총액만 인식하고 받은 주가의 변동은 고려하지 않음.', '급여지급 오류로 소급하여 추가로 받은 금액 포함', '법인이사에게 지급되는 보수']",[],항목분류집
0110-0120,가구주근로소득,가구주의 급여 및 상여금,B410,[],[],항목분류집
110,가구주급여소득,가구주의 급여소득. 매월 계속해서 지급받는 금액만이 아니라 일정시기가 도래할 때 수령이 정해진 소득,B420,[],[],항목분류집
120,가구주상여금,"가구주가 수령한 금액 중 평소에 없던 보너스 성격의 보수. 개인의 실적, 성과 및 기업의 성과 또는 일정한 시기의 도래 등에 따라 받을 수도 있고 받지 못할 수도 있는 소득",B430,[],[],항목분류집
0130-0140,배우자근로소득,배우자의 급여 및 상여금,B440,[],[],항목분류집
130,배우자급여소득,배우자의 급여소득,B450,[],[],항목분류집
140,배우자상여금,배우자가 수령한 금액 중 평소에 없던 보너스 성격의 보수,B460,[],[],항목분류집
0152-0169,기타가구원 근로소득,"기타가구원(가구주, 배우자를 제외한 가구원)의 근로소득",B470,[],[],항목분류집
0152-0159,기타가구원 급여소득,가계동향 가구원번호 2번 ~ 9번 이상 기타가구원의 급여소득,B480,[],[],항목분류집
0162-0169,기타가구원 상여금,가계동향 가구원번호 2번 ~ 9번 이상 기타가구원이 수령한 금액 중 평소에 없던 보너스 성격의 보수,B490,[],[],항목분류집
0210-0249,사업소득,사업자 등록여부는 무관함. 사업소득은 제비용을 제외한 순수한 소득. 목적이 특정된 사업장 유보분을 제외한 사업장으로부터 인출하여 가구에 전입되는 전입소득을 기입.,B5,"['학원, 가게, 공장 등의 개인사업운영 수입 중에서 사업장 확장, 기계장비 수리 및 대체 등을 위해 유보한 금액 이외에 가구에 전입되는 소득', '사업장의 주산물 및 부산물 중 가구로 전입되는 현물 (예) 상점으로부터 상품유입 음식점으로부터 음식 및 음식재료의 유입', '주택 및 건물임대로부터의 소득(기계장비 등은 포함하나 토지임대는 제외)', '애완견분양, 텃밭채소, 산․들에서 나물채취 등 주업이 아닌 활동으로부터 가구로 전입되는 소득', '카풀 수혜자로부터 대가 수수(현금 및 현물)', '작가의 인세, 저작권, 특허권 소득 등(본인)']",['음식점의 재료구입은 사업경비로 고려대상이 아님'],항목분류집
210,가구주사업소득,가구주의 사업소득,B510,[],['주택 등 임대소득 제외 ⇒ 주택 등 임대소득(0241)'],항목분류집
220,배우자사업소득,배우자의 사업소득,B520,[],['주택 등 임대소득 제외 ⇒ 주택 등 임대소득(0242)'],항목분류집
0232-0239,기타가구원 사업소득,가계동향 가구원번호 2번 ~ 9번 이상 기타가구원의 사업소득,B530,[],['주택 등 임대소득 ⇒ 주택 등 임대소득(0242-0249)'],항목분류집
0241-0249,주택 등 임대소득,토지 이외에 부동산상 권리 대여 및 기계장비 임대로 발생하는 소득,B540,"['주택임대소득(월세 등)', '상업용건물 임대소득', '영화촬영 등에 건물 등을 제공하고 받은 임대소득', '기계장비임대소득 등']",['공장용지 등 토지임대소득 ⇒ 기타재산소득 (0391-0399)'],항목분류집
0311-0399,재산소득,"재산의 운영을 통해서 발생하는 소득으로서 이자소득, 배당소득, 개인연금소득, 퇴직연금소득, 기타재산소득으로 구성",B6,[],[],항목분류집
0311-0319,이자소득,"가계동향 가구원번호 1번 ~ 9번 이상 가구원의 채권(국공채), 저금(예금, 적금), 사채 등에서 발생하는 이자소득",B610,"['채권(국공채)이자소득', '저금(예금, 적금)이자소득', '사채 등의 이자소득']",[],항목분류집
0321-0329,배당소득,"보험, 신탁, 주식 등에서 배당으로 발생하는 소득","B620, B621~B629","['주식배당소득', '신탁배당소득', '보험배당소득', '신주인수권 등 기타배당소득']","['주식배당이 아닌 매도하여 얻은 수입 유가증권매각(0750)', '유배당 보험이 아닌 정기적 일정금액 지급 저축 및 보험탄 금액(0720)']",항목분류집
0341-0349,개인연금소득,"금융기관에서 가구 및 고용주 등의 일정불입에 대한 반대 급부로 일정기간, 일정금액을 연금과 같은 형식으로 정기적으로 지급을 받는 경우",B640,[],[],항목분류집
0361-0369,퇴직연금소득,고용주 또는 고용주와 피고용자가 매월 일정액의 금액을 적립하여 퇴직 시 연금형식으로 지급받는 경우,B650,"['퇴직연금 수령액 - 확정기여형 및 확정급여형을 모두 포함', '기금적립 없이 운용하는 경우도 포함 - 퇴직목사에 대해 매월 연금형태로 지급하는 경우 포함']",[],항목분류집
0391-0399,기타재산소득,위의 재산소득 이외에 재산의 운영으로 발생하는 소득,"B690, B691~B699","['공장용지, 주차용지 등 각종 토지 임대소득', '광업권 임대소득', '자격증 대여소득, 명의 대여소득 등', '저작권, 인세 및 특허권 소득(상속 등으로 인도된 자산에서 창출된 소득)']","['발명가의 특허권, 작가의 인세 및 저작권소득 등(본인) ⇒ 사업소득(0210~0239)', '특허권, 저작권 등을 매각하여 얻은 소득 ⇒ 기타자산변동으로 인한 수입(0790)', '부동산 등을 임대하고 받은 보증금 ⇒ 기타 빌린 돈(0890)']",항목분류집
0411-0490,이전소득,"생산활동에 공헌한 대가로 지불된 소득이 아니라 정부 또는 비영리단체, 다른 가구가 반대급부 없이 무상으로 지불하는 소득",B7,[],[],항목분류집
0411-0419,공적연금,국민연금 또는 이를 대신하는 특정직업군에 속했던 사람이 매월 일정액을 반복적으로 지급받는 금액,B710,[],[],항목분류집
0421-0429,기초연금,"기여금 적립없이 연령, 소득, 부 등의 상태를 평가하여 일정 조건을 만족한 경우에 받는 수혜금",B720,['노인가구에 대한 기초연금'],[],항목분류집
0611-0649,사회수혜금,"아동양육지원금 및 기초생활수급자, 장애인, 한부모가족 지원금, 실업급여 등 사회적 약자에게 지급하는 현금수혜",B730,[],[],항목분류집
0611~0619,아동양육지원금,자녀 출산 및 양육 관련 현금 지원금,B7A0,"['영아·양육수당, 아동수당', '출산장려금', '출산전후휴가급여, 육아휴직 급여 등']",[],항목분류집
0621~0629,기초생활지원금,"저소득층, 장애인, 한부모 등 사회적 약자에 대한 기초생활 보장제도, 긴급복지제도 및 장애인 지원 기반 현금 지원금",B7B0,"['기초생활보장 지원금 - 생계급여, 주거급여, 의료급여, 교육급여 등', '본인부담금 보상금·상한제에 의해 환급받는 금액', '장애인 생계보조(장애수당, 장애연금 등)', '한부모가족 아동양육비·교육비 등 지원']",[],항목분류집
0631~0639,실업·구직 지원금,실업 및 구직(취업) 관련 현금 지원금,B7C0,"['실업급여 수령액', '청년구직수당', '직업훈련수당 수령액 등']",['청년내일채움공제 등 재직자대상 정부지원금 ⇒ 기타사회수혜금'],항목분류집
0641~0649,기타사회수혜금,위의 항목에 분류되지 않는 현금 지원금,B7D0~B7D9,"['근로장려금, 자녀장려금', '보훈연금, 고엽제 후유증 환자 보상액', '산업재해자에 대한 휴업급여, 장해급여, 상병보상연금', '국가장학금(현금수령)', '질병휴직 중에 지급되는 급여 및 건강보험부담 지급', '특별현금급여(가족요양비)', '체육인연금 등 기타 현금 형태의 수령액']",['정부 및 비영리단체로부터 현물수혜 ⇒ 사회적 현물이전'],항목분류집
0441-0449,연말정산 환급금,근로 및 사업소득에 대한 원천징수 소득자의 세금 및 건강 보험 환급액,B750,"['원천징수세금 환급금', '건강보험 환급금', '국민연금 환급금']","['기타세금 환급 ⇒ 기타비경상소득(0530)', '기업활동으로 인한 부가가치세 환수금 등 ⇒ 대상아님']",항목분류집
55,사회적 현물이전,"정부 및 비영리단체 등이 가구의 지출 목적을 지정하거나, 직접 현물을 구입하는 등 가구에 현물 형태로 제공하는 상품과 서비스",B740,"저소득층에 대한 의료비, 교육비, 급식비', '저소득층, 장애인에 대한 통신비, 교통비, 각종 공공요금 (도시가스, 상하수도, 전기)지원', '산업재해자에 대한 요양급여, 간병급여, 장의비 등 실비처리', '영구임대거주자 등의 주거부분(집계 시 계상)', '산업재해 근로자, 실업자 등의 직업훈련비용 지원', '국가장학금(전액 또는 일부 면제)', '기타 각종 정부 및 비영리단체로부터 사회적 현물이전' ※ 실제 서비스 이용시점에 인식","성적우수장학금 ⇒ 조사 제외, '만 65세 이상 모두에게 제공되는 교통, 문화활동, 통신 등 요금 할인 ⇒ 대상아님'",항목분류집
56,할인혜택,재화 및 서비스 구입액을 누적포인트로 전액 대체한 금액,B770,"누적카드포인트, 선포인트 등을 통한 전액결제 할인'","소속회사 직원에 대한 자동차, 가전제품 등의 구입 시 할 인금액 ⇒ 근로소득 현물처리'",항목분류집
490,기타이전소득,위에 분류되지 않는 이전소득,B790,"['노동운동 퇴직직원에 대한 조합으로부터 이전', '직무수행중 상해에 대해 고용주 등의 정기적 보상금', '학교 및 비영리단체 등으로부터 장학금', '자연재해로 인해 적십자에서 지급받은 구호금']",[],항목분류집
0510-0530,비경상소득,경조소득 등 일시적이고 경상적으로 발생하지 않는 수입,B8,[],[],항목분류집
510,경조소득,"타가구로부터 축의, 조의 표시로 애경사에 제공받은 현금",B810,"['축의금(결혼식, 회갑연, 칠순잔치, 약혼 등)', '조의금(장례식)']",[],항목분류집
520,퇴직수당,퇴직수당 등(명예퇴직수당 포함),B820,"['퇴직에 따른 추가지급분', '조기퇴직으로 인한 추가로 제공되는 금액']",[],항목분류집
530,기타비경상소득,위의 항목에 분류되지 않은 비경상적인 수입,B890,"['복권, 경품권, 경마, 경륜, 이벤트 등의 당첨액', '이주대책비, 재해보상비 등 각종 보상(부동산 매매는 제외)', '만기 이전에 사고로 보험 탄 금액, 실비보험 탄 금액 등', '퇴직 시 직원협의체 등으로부터 받은 기념품 중 환금성 있는 상품', '자동차구입비 지원받은 금액', '유리파손 등 사소한 보상 받은 금액', '출장여비 정산 후 남은 금액', '(마트) 봉투환수(불)금, 빈병환수금 등', '빈병, 폐지, 의류, 가구, 자동차 등 중고상품 및 폐품 매각 등', '마트의 봉투, 커피용 컵 보증금 환수액', '오징수 세액, 세입자의 장기주택수선충당금 등의 환수액', '도박에서 딴 돈, 주운 돈', '캐시백, 노후폐차지원금 등 기타 비경상소득']","['토지수용에 의한 토지보상금 ⇒ 부동산 매각(0770)', '그림, 도자기 등의 매각 ⇒ 기타자산변동으로 인한 수입(0790)', '보증금(유선전화보증금 등) 환급 ⇒ 보증금 회수(0760)', '국가 및 공공단체에서 받는 학비보조 ⇒ 사회적 현물이전']",항목분류집
0720-0990,기타수입,,,[],[],항목분류집
0720-0790,자산변동으로 인한 수입,"예금인출, 보험금수취, 부동산매각 등 자산의 감소로 발생하는 수입과 실질적인 자산의 증감없이 자산의 형태가 변함으로써 발생하는 수입",C1,"['보험, 적금해약 등 중도해약으로 받은 금액도 포함']","['부동산, 주식 등의 자산매매 시세차손익은 제외']",항목분류집
720,저축 및 보험 탄 금액,"금융기관(은행, 우체국 등)에 불입한 적금 또는 예금의 인출 금액 및 보험회사로부터 보험금 수령. 매월 축적해오던 저축, 보험 등의 계약변동(해지/만기)에 따라 입금되는 금액. 정상적인 퇴직시점에 지불받는 퇴직일시금.",C120,[],[],항목분류집
750,유가증권 매각,"유가증권(채권, 신탁, 주식, 상품권, 펀드 등)의 매각대금. 액면가가 아닌 실제 수입금액을 조사",C150,[],[],항목분류집
760,보증금 회수,"임차보증금(전세, 월세 등), 예치금 등의 회수",C160,"['주택임차인의 보증금(타지 거주자녀를 위한 것 포함)', '계약금 회수', '관리비예치금', '휴대폰보증금 환수', '전화설치보증금, 교통카드예치금 등 각종예치금의 회수', '미응시로 인한 응시료 환수금', '의료비 사후환수금']",[],항목분류집
770,부동산 매각,"부동산(토지, 주택 등)의 매각대금. 토지수용에 의한 강제적인 매각도 포함",C170,"['부동산(토지, 주택 등)의 매각대금', '토지수용에 의한 부동산(토지, 주택 등)의 매각대금']",[],항목분류집
790,기타자산변동으로 인한 수입,"위에서 분류되지 않은 특허권, 저작권 등이나 골동품, 귀금속 등의 매각대금. 장기간 보유하여도 가치하락이 크지 않는 귀금속",C190,"['금, 은, 다이아몬드, 루비, 에메랄드, 옥, 진주 등 매각', '영업장 처분, 영업권, 광업권 등의 매각 수입', '기타재산(특허권, 저작권 등)의 매각대금', '고가의 미술품, 골동품 등 매각대금', '빌려준 돈 받음', '소비자조합 등 출자금 받은 돈', '기타자산변동에 따른 수입']","['정산에 따른 급여의 환불 ⇒ 급여(0110-0169)', '임대인의 전세, 월세 보증금 받음 ⇒ 기타빌린 돈(0890)', '자동차매각, 폐품매각 ⇒ 기타비경상소득(0530)']",항목분류집
0810-0890,부채증가로 인한 수입,부동산매입을 위한 차입금 등 부채의 증가,C2,[],[],항목분류집
810,부동산담보대출,"가구가 부동산(토지, 주택 등)의 매입 및 주거의 존속을 위하여 주택이나 토지를 담보하여 빌린 돈",C210,"['부동산(토지, 주택 등)의 매입을 위한 차입금', '주택의 신축, 증축, 개축을 위한 차입금', '이주민 주거대책비 중 주거융자(다시 갚아야할 경우)', '모기지론 및 주택연금, 농지연금 등 역모기지론']",['부동산 임대보증금 받음 ⇒ 기타빌린 돈(0890)'],항목분류집
890,기타빌린 돈,부동산 관련 빌린돈 항목 이외에 가계를 위해 빌린 돈,C290,"['가구운영을 위해 빌린 돈(부동산 매입 제외)', '마이너스(-)통장 이용, 카드를 이용한 현금서비스', '가불금, 귀금속 등 저당을 통한 담보대출', '납입 보험료, 적금 담보대출', '학자금 대출', '실현된 보증채무', '부동산(토지, 주택 등)을 임대주고 받은 보증금(전세금 등)', '기타 신용대출(카드대출 등)']",['부동산(주택)매입을 위한 차입금 ⇒ 부동산담보대출(0810)'],항목분류집
0990-0990,자산이전으로 인한 수입,자산을 타가구 등으로부터 이전받은 경우,C3,[],[],항목분류집
990,자산이전수입,자산을 타가구 등으로부터 증여받은 경우로 비교적 금액이 큰 경우,C300,"['재산상속 및 증여(주택, 토지 등)', '예단금, 지참금 등', '합의금', '계약해지 및 위약으로 인한 수입금(위약금, 위자료 등)', '전세자금 및 부동산 구입자금', '현금 대신 받은 주택, 금반지 등의 귀금속 평가액']",[],항목분류집
1010-8725,소비지출,"표본가구가 직접 소비하거나, 타가구가 소비할 수 있도록 상품 및 서비스를 구입하는 데에 지출하는 비용",F,[],"['시간의 흐름에도 그 가치가 하락하지 않는 골동품, 미술작품, 분재, 수석, 보석 등은 소비지출에 포함되지 않고 자산의 구입에 해당']",항목분류집
1010-1750,식료품·비주류음료,가구에서 조리과정을 거치거나 또는 바로 섭취할 수 있는 상품에 대한 지출,H,[],"['직접 섭취할 수 있는 음식물로 가구 외의 장소, 즉, 호텔, 레스토랑, 카페, 바, 선술집, 노상음식점 등에서 조리·판매되는 음식, 테이크아웃 음식 등', '동물용으로 만들어진 음식물']",항목분류집
1010-1030,곡물,일반적으로 굽거나 찌는 등 가공을 거쳐야 섭취가 가능한 곡류,H1,"['미곡: 멥쌀·찹쌀 등', '맥류: 보리·밀·호밀·귀리 등', '잡곡: 조·옥수수·기장·피·메밀·율무 등', '두류: 콩·팥·완두콩 등']","['양념이 가미되거나, 굽거나 찌거나, 분쇄 등의 가공곡물은 포함되지 않음']",항목분류집
1010,멥쌀,"쌀을 단순 처리하거나 특화시킨 씻은 쌀, 영양쌀도 포함",H110,"['일반멥쌀, 정부미, 일반현미, 일반흑미 등', '인삼쌀, 상황버섯쌀, 쑥쌀 등 영양 멥쌀']",['찐쌀 ⇒ 기타곡물가공품(1080)'],항목분류집
1015,찹쌀,찰밥이나 찰떡의 재료가 되는 찰기가 높은 쌀,H120,"['백미찹쌀, 현미찹쌀, 흑미찹쌀 등']",[],항목분류집
1020,맥류,"쌀보리, 겉보리 등 보리 및 밀에 해당하는 맥류 일체",H130,"['보리쌀, 겉보리, 쌀보리 등', '납작보리(압맥), 찐보리, 할맥 등 가공보리', '밀(호밀, 밀쌀), 호밀, 귀리 등 기타맥류']",[],항목분류집
1025,두류,"콩, 팥 등을 포함한 일체의 두류(豆類)",H140,"['콩, 쥐눈이콩, 돌콩, 작두콩, 서리태, 땅콩 등', '팥(적두(赤豆)), 검정팥(흑두(黑豆)) 등', '녹두, 동부(강두(康豆)), 강낭콩(채두(菜豆)), 완두(豌豆), 나물콩, 렌틸콩 등 기타두류']",[],항목분류집
1030,기타곡물,위의 항목에 분류되지 않은 곡물,H190,"['옥수수, 조(좁쌀), 수수, 기장, 피, 율무, 메밀 등', '기타 여러가지 곡물을 혼합한 상품의 구입 등']",['혼합곡류를 갈아놓은 것(선식류) ⇒ 기타곡물가공품 (1080)'],항목분류집
1055-1080,곡물가공품,"곡물을 가루화한 것, 익힌 것 또는 곡물을 주원료로 하여 공업적으로 가공한 식품",H2,[],[],항목분류집
1055,밀가루,밀의 배유부분을 가루로 만든 것,H210,"['일반밀가루', '강력분, 중력분, 박력분 등']","['빵가루, 튀김가루, 부침가루, 믹스류(쿠키, 호떡, 머핀, 스콘, 브라우니, 핫케잌, 와플믹스 등) ⇒ 기타 곡물가공품(1080)']",항목분류집
1060,국수류,튀기지 않는 면(麵)을 국물과 함께 먹는 것,H230,"['생면, 삶은 면, 냉동면, 육수·소스 등을 포함한 것도 포함', '칼국수, 가락국수, 메밀국수, 현미국수, 쌀국수, 감자국수, 콩국수, 통밀국수 등', '우동, 소바, 기스면, 중화면', '냉면국수, 쫄면', '마카로니, 스파게티', '중면, 소면, 생면', '컵쌀국수, 컵스파게티 등']",[],항목분류집
1065,라면류,국수를 증숙시킨 후 기름에 튀기거나 삶은 면을 압착 보존한 면류에 수프를 별첨한 식품,H240,"['봉지라면, 컵라면, 짜장라면, 카레라면 등', '편의점에서 구입한 라면', '자동판매기에서 구입한 라면']",['생식전용 라면 ⇒ 한과 및 기타과자(1592)'],항목분류집
1070,당면,"감자, 녹두, 고구마 등의 녹말을 주원료로 만든 당면국수",H250,"['당면, 감자당면, 녹두당면, 고구마당면 등', '컵누들당면']",[],항목분류집
1075,두부,콩을 물에 담갔다가 갈아 그 액을 가열하여 비지를 짜내고 응고제를 첨가하여 굳힌 식품,H260,"['두부', '비지, 순두부, 연두부, 두부면 등']",['묵 ⇒ 기타곡물가공품(1080)'],항목분류집
1077,시리얼,"콘플레이크, 오트밀, 견과 또는 건과일 등을 넣은 아침식사용 곡류 시리얼, 튀긴 곡류 시리얼",H270,"['각종 후레이크, 뮤즐리 등 시리얼제품']",[],항목분류집
1080,기타곡물가공품,주원료 대부분이 곡물인 가공품으로 위에서 분류되지 않는 것,H290,"['쌀가루, 콩가루, 옥수수가루, 미숫가루, 질금가루(엿기름) 등 곡물가루', '메밀가루, 혼합곡물가루', '가루류: 튀김가루, 부침가루, 도너츠가루, 핫케이크가루 등', '믹스류: 쿠키믹스, 식빵믹스, 머핀믹스, 호떡믹스 등', '○ 콩국물 등 곡물을 갈아만든 국물, 볶은 곡물
○ 옥수수통조림, 콩통조림, 팥빙수용 팥 등 곡물통조림
○ 메밀묵, 청포묵, 유부, 가공땅콩
○ 주로 곡류에 야채류 등을 혼합한 영양식
○ 메주, 청국장분말 및 환 등
○ 컵수제비, 컵떡국, 떡볶이(떡과 소스가 들어있는 제품 포함) 등
○ 밥을 전자레인지 등에 데워 바로 먹을 수 있도록 조리된 즉석밥, 찐쌀 등
○ 누룽지, 만두피, 옹심이, 새알 등 기타곡물가공품']","['× 곡물에 다른 식품을 혼합하거나 첨가물을 넣어 가공한 식품 ⇒ 한과 및 기타과자(1592)
× 팝콘, 팝콘옥수수 ⇒ 한과 및 기타과자(1592) × 조리가 완료된 조미반찬(콩자반 등) ⇒ 반찬류(1685) × 군옥수수, 찐옥수수 등을 이동식 음식시설에서 구입 
⇒ 외식비(7515)
× 두부, 순두부, 연두부 ⇒ 두부(1075)
× 떡볶이재료세트(떡과 어묵, 야채 등이 혼합된 재료) ⇒ 기타미분류식품(1695)']",항목분류집
1085-1097,빵 및 떡류,"제과점 및 떡집 등에서 구입한 케이크, 빵류 및 떡류",H3,[],[],항목분류집
1085,케이크,"밀가루(또는 녹말)에 버터(또는 마가린·식물성 유지), 우유, 생크림 등의 재료를 적절히 혼합하여 구운 것",H320,"['생크림케이크, 치즈케이크, 고구마케이크, 쉬폰케이크', '롤케이크, 조각케이크 등']","['아이스크림케이크 ⇒ 아이스크림(1585)', '떡케이크 ⇒ 떡(1097)']",항목분류집
